0.000000000000000000e+00,0.000000000000000000e+00,7.726287383410001968e-07,0.000000000000000000e+00,1.503762434952211254e-07,3.967128453731121863e-06,5.808577829130112416e-06,0.000000000000000000e+00,0.000000000000000000e+00,7.693091721867825295e-07
1.179095582408947740e-01,0.000000000000000000e+00,2.516369398845768601e-01,0.000000000000000000e+00,7.153468851404405689e-06,2.037714760815545343e-05,5.554763229571122451e-01,1.506454408875592677e+00,0.000000000000000000e+00,8.455838154664910571e-05
7.712903089848750782e-02,1.305606295626430150e-05,0.000000000000000000e+00,0.000000000000000000e+00,4.614194564779775976e-06,9.353402113447118656e-06,2.183065316723080240e+00,8.063537703523186880e-05,0.000000000000000000e+00,2.925520914152965975e-05
1.139359175866179186e+00,3.800996116519997359e-01,3.541078594859649709e+00,0.000000000000000000e+00,1.109273019191192589e+00,2.717064629413318055e+00,1.724298118844589181e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.368112215219897454e+00,1.719376929347848693e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.964273822349047884e-05,1.469193764200180441e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.537923409498747063e+00
6.481700405549680744e-01,3.319193471212144586e-01,1.408030441649464615e-01,0.000000000000000000e+00,4.001961163294932566e-01,0.000000000000000000e+00,1.935563014366039170e+00,1.664132203464099957e+00,0.000000000000000000e+00,1.368411162715838653e-02
1.682493699079965710e+00,1.419665063271647428e-06,1.675319881794040330e-06,0.000000000000000000e+00,2.142965302200442230e-07,4.617880637901900602e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.884465538679135990e-06
1.954710351319602635e-01,1.546009266546770743e-05,5.700282329839116008e-02,0.000000000000000000e+00,5.770980021914166814e-06,1.853182791242493249e-05,2.558842167455260275e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.116044637032844941e-04
2.834433955392877680e-01,2.378608854045468401e+00,1.674275636159990865e-01,0.000000000000000000e+00,5.454177163995187483e-01,4.295716098272679417e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.089392366025988657e-01,4.390292743216507865e-01,0.000000000000000000e+00,6.700609313429748162e-06,4.130415427646684198e-05,2.036225243067895985e+00,1.734607714420786095e-01,0.000000000000000000e+00,0.000000000000000000e+00
