0.000000000000000000e+00,4.773732078860750381e-05,0.000000000000000000e+00,9.691195398632222103e-06,8.717090164513126887e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.142554941210604080e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.623420208260293060e-05,6.845615877351404028e-05,5.211163803109089207e-04,0.000000000000000000e+00,2.842035299581616048e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.482369082723618225e-01,2.499802375147569533e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.191653102897893612e-01,2.268290022398120331e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.436966015050665679e-01,2.257225747802896754e-01,0.000000000000000000e+00,1.397040283437655359e-05,0.000000000000000000e+00,3.286715043461872487e-01,0.000000000000000000e+00,9.989401452515202229e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.733702944802786056e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.332803106646399474e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.933384224978114130e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.797691930919457968e-06,0.000000000000000000e+00,1.609335412620056192e-05,5.986815999153236011e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.529628113658520805e-01,0.000000000000000000e+00,2.552369908075671656e+00,1.238494963014357131e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.016797263160312992e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.412529014019898277e+00,0.000000000000000000e+00,0.000000000000000000e+00
