0.000000000000000000e+00,1.102644879680952927e-05,4.253005417689803558e-05,-1.055519611661281942e-04,-1.480726055658188045e-06,-5.476866649398171027e-05,2.408655050467611858e-06,-1.897779033212949384e+00,6.324541569693864496e-06,3.014071780896299124e-06,2.498346172293691714e-03,2.704254178059750657e-06,1.572441446727245395e+00,-1.554697376552477417e-05,5.877304242452030536e-06,1.732872684345743153e-06,-3.797746158043513454e-05,-5.023708311977964636e-02,3.323250039695985758e-01,5.192793537575624008e-05
-8.833189233156679698e-06,0.000000000000000000e+00,-1.724656203824226353e-04,3.067243243748782322e-03,-3.412549991742286348e-03,-1.541393176479155525e-02,8.673483346054861043e-06,5.619048131451781503e-04,-7.468706323565665883e-06,6.318270591804120428e-06,2.828767433293855049e-06,1.483928338044913919e-02,-2.635621743949073670e-03,-1.243329003121643184e-02,3.761048407797257243e-05,-1.991306754905997067e-07,-1.746864220417799207e-01,-3.292016242391268555e-04,9.916014896013680691e-05,2.723476629703985852e-03
3.918676597417559970e-02,2.824440933743566085e-05,0.000000000000000000e+00,-2.085409266725957861e-02,-5.152868322058418160e-02,-1.626733388027101768e-05,4.966696110747514936e-06,-1.057713200297694112e-02,1.707499189207428714e-06,-1.505563483994443175e-06,8.754177236079685454e-04,8.486112621497454711e-07,-3.837830622233601163e-02,-2.420245894294015265e-06,-9.764509161236389900e-07,2.320744332624802286e-05,-6.700445481760963773e-06,-3.031570668620059417e-03,1.100839375428031564e-01,1.711928489189773472e-06
-2.936151954369342620e-02,-9.625233645282893491e-06,1.806917426687426609e-05,0.000000000000000000e+00,2.268542905660286824e-02,1.055861158338888828e-06,6.227196336361373596e-07,5.796670340252774167e-03,4.002271785645550306e-06,-4.426512835095652854e-06,-1.008839227473426470e-03,-1.029357713677736541e-06,-1.571305918982840444e-02,-6.609451213855643825e-06,-1.118160599783424303e-05,6.247756079449939826e-05,8.193303530912299237e-06,7.131583944118680130e-01,-4.305057625796049336e-02,-1.100009791092093625e-04
-1.330032384584193927e+00,-2.731583784630620126e-05,-1.264476739615272294e-05,5.033475573620882493e-05,0.000000000000000000e+00,9.570540907666291730e-06,-6.480154098709167698e-06,1.835606991051463188e+00,-1.199243037217773145e-05,-9.413124613180667843e-06,-2.432878925647807833e-03,-1.764098019718662869e-06,-9.949161333221882841e-02,-3.121459581589824950e-06,-5.918567081097947380e-06,1.573488101240805292e-04,1.276883515931304114e-05,-1.796613488205413833e-01,-2.985933494645732766e-01,-2.791136905905267085e-05
-2.970094834149200613e-04,-1.191617838157410514e-05,-2.377320350373512969e-02,-1.214900424680742663e-02,-8.027851290606943802e-03,0.000000000000000000e+00,1.037232384315522893e-06,-3.291172961258140295e-02,3.587829003101616898e-06,-1.251788621044191974e-06,-1.272884397247389665e-04,-7.583708805493358240e-02,9.605668494723204609e-03,-5.501786555509036170e-05,-1.708071067720584590e-04,3.538020259529622846e-05,2.725473409070922060e-06,4.239882482836217215e-02,1.075618165552846839e-02,3.818016256156020471e-05
5.038463338273552194e-02,-7.446275246185671270e-03,4.515284435440114486e-02,2.036365431277075810e+00,-3.276938264925027822e-02,1.724597200254269325e+00,0.000000000000000000e+00,4.140807996386913770e-02,2.876078100476173183e-03,-4.365686473960912750e-03,2.041290404827273419e-01,1.978740782283656685e-01,-1.161237105766919964e+00,6.061355274794108516e-02,-5.245412805232579911e-03,-4.280235018877995290e-02,1.159438177826913052e-02,-7.628052596395441809e-02,-1.655247116581575861e+00,2.333199550562850555e-02
-9.924531803595648682e-07,-1.380005246807980424e-05,-4.120086262232591778e-05,1.147349461017022065e-04,1.273208149632498731e-06,1.864816713315065044e-05,-4.440564114471801105e-06,0.000000000000000000e+00,-7.607943140586215236e-06,-4.610233893059811905e-06,-7.024102952898542140e-03,-3.356734177534237418e-06,1.480014654530509288e-02,9.543107217069302095e-06,-1.120266201803943318e-06,-1.764915459667726338e-06,4.664152056488291009e-05,1.159731555118154400e+00,-8.439569193775466882e-01,-7.212443540000057496e-05
-1.177973795950439106e-01,-1.164393530348113714e-02,-4.025334676194525230e-02,1.088581048568733611e-01,1.254666904687191942e-02,5.435604322850479120e-01,6.233884889624841108e-04,8.226091932744936108e-02,0.000000000000000000e+00,-9.629240383390857971e-07,-5.860482318630773069e-01,-3.093676558753116757e-02,9.775009246090010651e-03,-1.352683103461019276e-02,-2.597994183020785330e-04,2.646405998380248203e-02,-1.448387502513392433e-01,-4.723712918059934374e-02,9.660311695991844472e-01,1.801475361038653356e+00
1.144457132350932937e+00,2.834749622242410672e-02,-1.834834220575665142e-02,9.560689349998988118e-02,-7.590565544932301179e-02,5.661559061660541570e-01,-4.593693957512523518e-04,8.391495282589424287e-02,-1.712583054935248317e+00,0.000000000000000000e+00,1.442462940218228074e+00,5.977530182075757592e-01,1.299005669468712154e-01,-9.629116726447690677e-01,3.730853314946880328e-05,4.736701595285924826e-02,2.130498240667373366e-01,1.249621081925975791e-01,-1.184811931550274755e-01,-4.425566060971786175e-02
